Богушевський,327000.0
Божків Яр,85000.0
Бойка Івана,790000.0
Бойова,95000.0
Бойчука Михайла,70000.0
Болбочана Петра,2352122.0
Болсуновська,807000.0
Бондарська,77000.0
Бондарський,75000.0
Бориса Матюшенка,480000.0
Бориса Мозолевського,70000.0
Бориса Тена,205000.0
Бориса Шахліна,499990.0
Бориславська,52000.0
Борисоглібська,93000.0
Бориспільська,117000.0
Бориспільське,53900.0
Боричів ,58000.0
Боричів Тік,159000.0
Борова,116000.0
Борова,42000.0
Боровий,55500.0
Боровий,370000.0
Боровиковського,650000.0
Боровинська,355000.0
Боровиченко Марії,145000.0
Бородянський ,117000.0
Бортницька,300000.0
Бортницька,55000.0
Бортницький,41000.0
Бортницький 1,128000.0
Бортницький 2,175000.0
Борщагівська,783000.0
Ботанічна,90000.0
Боткіна,98000.0
Брановицького Ігоря,137000.0
Братиславська,45000.0
Братів Зерових,2015228.0
Братів Шеметів,200000.0
Братська,147000.0
Брацлавська,78000.0
Брест-Литовський,82000.0
Брестська,75000.0
Броварський,89000.0
Броварський,710000.0
Бродівська,620000.0
Бродівський,69500.0
Брусилівська,85000.0
Брюлова,43000.0
Брюсова,330000.0
Брянська,59000.0
Бугорна ,40000.0
Бугорний,1200000.0
Бударіна,405000.0
Будищанська,100110.0
Будівельників,400000.0
Будівельників,97500.0
Будівельників,83000.0
Будівельників,44000.0
Будіндустрії,66000.0
Бузинова,350000.0
Буйка Професора,77000.0
Букіної Раїси,122250.0
Букіної Раїси,65000.0
Буковинська,170000.0
Буковинський,95000.0
Булаховського Академіка,85000.0
Булгакова,69500.0
Бульварно-Кудрявська,152000.0
Бурденка,92000.0
Бурмистенка,375000.0
Бурмистенка,449000.0
Буслівська,75500.0
Бутишів,140000.0
Бутлерова Академіка,45000.0
Бучанська,135000.0
Бучми Амвросія,125000.0
В’ячеслава Липинського,140000.0
Вавілових,120000.0
Вакуленчука,42000.0
Вакуленчука,125000.0
Валентина Отамановського,48000.0
Валерія Марченка,300000.0
Валер'яна Підмогильного,120000.0
Валківська,649000.0
Василенка Миколи,64980.0
Василівська,77000.0
Васильківська,48000.0
Васильківський,102000.0
Васильченка,185000.0
Василя Барки,42000.0
Василя Біднова,115000.0
Василя Вишиваного,175000.0
Василя Макуха,54000.0
Василя Седляра,10116000.0
Василя Тютюнника,137000.0
Василя Щавинського,95000.0
Васнецова,360000.0
Ватутіна,135000.0
Ватутінський,105000.0
Ващенка Григорія,58000.0
Введенська,180000.0
Велика Васильківська,153000.0
Велика Житомирська,159000.0
Велика Китаївська,98000.0
Велика Кільцева,1200000.0
Велика Окружна,42900.0
Вербицького Архітектора,86000.0
Вербна,155000.0
Вербний,450000.0
Вербова,148000.0
Верболозна,50000.0
Верболозний,81000.0
Вересая Остапа,161003.0
Вересковий,61500.0
Вереснева,78000.0
Верещагіна,259266.0
Вернадського Академіка,34500.0
Верхній,122000.0
Верхній Вал,147420.0
Верхньогірська,73000.0
Верхньоключова,44000.0
Верхня,128000.0
Верховинна,111000.0
Верховинця Василя,73000.0
Верховної Ради,89000.0
Вершигори Петра,64000.0
Веселковий,375000.0
Весняна,98000.0
Вешенський,32000.0
Виборзький,125000.0
Вигурівський,61500.0
Видубицька,105000.0
Визволителів,2425640.0
Винахідників,89000.0
Винахідників,27500.0
Виноградна,47000.0
Виноградний,329000.0
Вирлицька,71000.0
Високовольтний,1885431.0
Висоцького Володимира,980000.0
Вифлеємська,68000.0
Вишгородська,71000.0
Вишнева,190000.0
Вишнева,3641884.0
Вишнева,115000.0
Вишнева,45000.0
Вишнева (Озерна 3),57000.0
Вишняківська,45500.0
Відпочинку,260000.0
Відрадний,80000.0
Військова,2110252.0
Військовий,138000.0
Віктора Зарецького,105000.0
Вільде Едуарда,2363130.0
Вільнюська,89000.0
Вільхова ,400000.0
Вільшанська,100000.0
Вільшанський ,61500.0
Вільямса Академіка,48000.0
Вінграновського Миколи,180000.0
Вінницька,108000.0
Вірменська,43500.0
Вірменський,100999.0
Вірності,52000.0
Вірського Павла,146000.0
Вірьовки Григорія,110000.0
Віскозна,148800.0
Вітавська,77000.0
Віто-Литовський,38500.0
Вітрука Генерала,100000.0
Вітряні Гори,78000.0
Вітчизняна,75000.0
Вітянська,45000.0
Владлена Кузнецова,900000.0
Водників,85000.0
Водогінна,65600.0
Воздвиженська,395000.0
Воздвиженський,155000.0
Вознесенський,84000.0
Вокзальна,73000.0
Вокзальна,83000.0
Волгоградська,250000.0
Волгоградська,299000.0
Волго-Донська,56000.0
Волго-Донський,4335178.0
Волзька,270000.0
Волзький,58000.0
Волинська,62000.0
Волкова Космонавта,80000.0
Володарська,195000.0
Володимира Беца,3180495.0
Володимира Брожка,122000.0
Володимира Винниченка,3793500.0
Володимира Горовиця,65000.0
Володимира Науменко,40500.0
Володимиро-Либідська,1181731.0
Володимирська,69000.0
Володимирський,75000.0
Володимирський,155000.0
Волоська,220000.0
Волошкова,51500.0
Волошковий,73900.0
Волховська,2458347.0
Волховський,1400000.0
Воскресенська,93950.0
Восьмого Березня,395000.0
Врубелівський,179000.0
Всеволода Змієнка,260000.0
Вузівська,52000.0
Вуликова,395000.0
Вчительська,198450.0
Гаванська,750000.0
Гаванський,650000.0
Гавела Вацлава,75000.0
Гаврилюка,150000.0
Гагаріна Юрія,93900.0
Газова,120500.0
Газопровідна,129000.0
Гайдай Зої,62000.0
Гайова,150000.0
Гайсинська,55000.0
Галерна,138000.0
Галицька,172000.0
Ганни Арендт,79900.0
Ганни Барвінок,49999.0
Гаражна,115000.0
Гаражна,87000.0
Гарета Джонса,107000.0
Гаріна Бориса,87700.0
Гарматна,65000.0
Гаршина,1250000.0
Гастелло Миколи,34700.0
Гатна,67000.0
Гашека Ярослава,88000.0
Гвардійська,285000.0
Генерала Алмазова,93000.0
Генерала Гандзюка,85000.0
Генерала Генадія Воробйова,230000.0
Генерала Грекова,155000.0
Генерала Павленка,180000.0
Генерала Шаповала,95000.0
Георгіївський,54934.0
Геофізиків,260000.0
Геофізиків,145000.0
Герасименка Костянтина,135000.0
Героїв Бресту,50000.0
Героїв Великої Вітчизняної війни,399000.0
Героїв Війни,55000.0
Героїв Дніпра,270000.0
Героїв Космосу,337000.0
Героїв Крут,170000.0
Героїв Небесної Сотні,85000.0
Героїв Оборони,279000.0
Героїв Севастополя,44000.0
Героїв Сталінграда,170000.0
Герцена,88000.0
Герцена,41500.0
Герцена,70000.0
Гетьмана Вадима,119900.0
Гійома де Боплана,86000.0
Гіллястий,138000.0
Гладківська,240000.0
Глазунова,149500.0
Глибочицька,1999600.0
Глибочицький,67999.0
Глібова,41500.0
Глієра Рейнгольда,99000.0
Глінки,580000.0
Глухівська,75000.0
Глушкова Академіка,299000.0
Гмирі Бориса,44000.0
Говорова Маршала,139000.0
Говорова Маршала,150000.0
Гоголівська,45690.0
Гоголя,115000.0
Гоголя,63500.0
Гоголя,42000.0
Гоголя 2,56500.0
Голованьова Степана,66000.0
Головка Андрія,103000.0
Голосіївська,63000.0
Голосіївська,228000.0
Голосіївський,90000.0
Голосіївський,87000.0
Гомельська,62000.0
Гомельський,77000.0
Гонгадзе Георгія,179900.0
Гонти Івана,49000.0
Гончара Олеся,105900.0
Гончарна,500000.0
Гончарова,38000.0
Горбунова Академіка,130000.0
Горенська,230000.0
Гориста,66800.0
Гористий,125000.0
Горіхова,113000.0
Горіхова (Озерна 5),93000.0
Горлівська,422000.0
Городецького Архітектора,80500.0
Городище,123000.0
Городищенська,200000.0
Городня,52000.0
Горюшка Георгія,360000.0
Госпітальна,102000.0
Госпітальний,77000.0
Гостинна,125000.0
Гостинний,84000.0
Гостомельська,185000.0
Гостомельська,888189.0
Гостомельське,45142.0
Грабовського Павла,980000.0
Грабовського Павла,180000.0
Градинська,40000.0
Гранична,110000.0
Гребінки,3600804.0
Грекова Академіка,165000.0
Гречаний,92550.0
Григоренка Петра,80000.0
Григорія Голоскевича,115000.0
Григорія Косинки,4335178.0
Григоровича-Барського,155000.0
Гришка Миколи,220000.0
Гришка Михайла,95000.0
Грінченка Бориса,115000.0
Грінченка Миколи,1750000.0
Гродненська,240000.0
Гродненський,1158740.0
Грозненська,170000.0
Громадська,93000.0
Громової Уляни,145000.0
Грузинська,47211.0
Грузинський,81000.0
Грушева,750000.0
Грушевського Михайла,84950.0
Гулака Миколи,190000.0
Гурамішвілі Давида,85000.0
Гусовського,211000.0
Гучний,136279.0
Ґалаґанівська,71000.0
Ґренджі-Донського,95000.0
Далека,120000.0
Даля Олександра,335000.0
Дамбова,38500.0
Дамбова 1,47000.0
Дамбова 2,105000.0
Дамбова 3,163000.0
Данченка Сергія,1500000.0
Данькевича Костянтина,49000.0
Дарвіна,100000.0
Дарницька,130000.0
Дарницький,2688000.0
Дачна,52600.0
Дачний,39000.0
Дашавська,110000.0
Двінська,135000.0
Дегтярівська,139860.0
Дегтярна,70000.0
Дежнєва,95000.0
Дежнєва,155000.0
Декабристів,56850.0
Делегатський,140000.0
Демидівська,110000.0
Деміївська,145000.0
Деміївська,280000.0
Деміївський,270000.0
Депутатська,50500.0
Деревлянська,39000.0
Деревообробна,490000.0
Деревообробний,34988.0
Десенський ,311000.0
Деснянська,65000.0
Деснянська,169000.0
Деснянська,70000.0
Деснянський,103000.0
Десятинна,140000.0
Десятинний,116500.0
Джаліля Муси,107000.0
Джеймса Мейса,77000.0
Джерельна,165000.0
Джерельна,450000.0
Джерельний,195000.0
Джона Маккейна,480000.0
Дзиґи Вертова,120000.0
Диканський,58000.0
Димерська,1500000.0
Діамантовий,345700.0
Дібровна ,126000.0
Дібровний,158000.0
Ділова,206315.0
Дмитра Григоровича,33000.0
Дмитра Загула,250000.0
Дмитрівська,63500.0
Дмитрівська,2100000.0
Дніпрова,1180000.0
Дніпровий,42000.0
Дніпроводська,146000.0
Дніпровська,299000.0
Дніпровська ,141000.0
Дніпровське,41000.0
Дніпровський ,115000.0
Дністровська,81000.0
Добрий Шлях,103950.0
Добринінська,1468067.0
Добробутна,68000.0
Добровольчих батальйонів,80000.0
Добролюбова,112000.0
Добролюбова,319000.0
Добросусідська,98000.0
Добросусідський,50000.0
Доброхотова Академіка,49990.0
Добрузька,89500.0
Доватора Генерала,350000.0
Доватора Генерала,210000.0
Довбуша Олекси,345000.0
Довженка,90000.0
Довженка Олександра,170000.0
Докучаєвська,110000.0
Докучаєвський,59000.0
Докучаєвський,145000.0
Долинна,79000.0
Донецька,375000.0
Донецький,122000.0
Донська,255000.0
Донський,85000.0
Донця Михайла,240800.0
Дончука Василя,455000.0
Дорогожицька,165000.0
Достоєвського,100000.0
Достоєвського,195000.0
Драгоманова,41000.0
Драгомирова Михайла,70000.0
Драйзера Теодора,71400.0
Драй-Хмари Михайла,3711865.0
Друга,60000.0
Дружби,240000.0
Дружби 1,260000.0
Дружби 2,127000.0
Дружби 3,40000.0
Дружби Народів,1796439.0
Дружківська,3400000.0
Дружня,44500.0
Дубенська,125000.0
Дубичнянська,51000.0
Дубищанська,1707790.0
Дубищанський,65000.0
Дубініна Володі,55000.0
Дубка (Озерна 15),94500.0
Дубровицька,115000.0
Дубровицький,45000.0
Дубровського Віктора,85000.0
Дудника Георгія,5204750.0
Дуки Степана,84500.0
Дунаєвського,350000.0
Дунаєвського,182000.0
Дурдуківського Володимира,188999.0
Дяченка Івана,147000.0
Екскаваторна,89900.0
Електриків,66900.0
Електриків,75000.0
Електротехнічна,58000.0
Енгельса,140000.0
Енгельса,82000.0
Енергетиків,215000.0
Енергетиків,33400.0
Енергетиків,100000.0
Ентузіастів,240000.0
Ентузіастів 1,62000.0
Ентузіастів 10,115000.0
Ентузіастів 2,143560.0
Ентузіастів 3,130000.0
Ентузіастів 4,152000.0
Ентузіастів 5,33800.0
Ентузіастів 6,55000.0
Ентузіастів 7,110000.0
Ентузіастів 8,200000.0
Ентузіастів 9,70000.0
Еренбурга Іллі,160888.0
Ернста Федора,189000.0
Еспланадна,135000.0
Естонська,215000.0
Естонський,102000.0
Євгена Гуцала,193750.0
Євгена Коновальця,54000.0
Євгена Плужника,70000.0
Євгена Сверстюка,3180495.0
Європейська,50500.0
Єдності,57000.0
Єжи Ґедройця,130000.0
Єнісейська,262000.0
Єреванська,66000.0
Єрмака,3249056.0
Єсеніна Сергія,2000000.0
Жабаєва Жамбила,78000.0
Жашківська,90500.0
Живописна,80000.0
Жигулівська,906080.0
Жилянська,4500000.0
Житкова Бориса,32000.0
Житньоторзька,190000.0
Житньоторзька,220000.0
Жмаченка Генерала,110000.0
Жмеринська,43000.0
Жмеринський,983253.0
Жовтнева,65000.0
Жовтневий,110000.0
Жолудєва,150000.0
Жуків Затон,125500.0
Жуковського Василя,200000.0
Жуковського Василя,480000.0
Жулянська,235000.0
Журавлина,82000.0
Журавлина,121975.0
Забайківська,200000.0
Забіли Віктора,250000.0
Заболотний,205000.0
Заболотного Академіка,76466.0
Завальна,240000.0
Заводська,150000.0
Заводський,69000.0
Заглади Леоніли,74900.0
Загороднього Михайла,1350000.0
Загородня,386000.0
Задніпровського Михайла,31500.0
Задорожний,58000.0
Заканальна,115000.0
Закарпатська,64999.0
Закревського Миколи,69900.0
Заливна,220000.0
Залізнична,2873080.0
Залізнична,186000.0
Залізнична 1,43000.0
Залізнична 2,55000.0
Залізнична 3,193750.0
Залізнична 4,100999.0
Залізничне,11017941.0
Залізняка Максима,149000.0
Залісна,3600804.0
Заломова Петра,45000.0
Залужна ,92000.0
Залужний ,295000.0
Заміський,39900.0
Замковецька,215000.0
Замковецький,2458347.0
Заньковецької,138000.0
Заозерний,50000.0
Западинська,92284.0
Запашний,140000.0
Запечерний,3707378.0
Заплавна,94000.0
Заплавний,45000.0
Заповітна,56000.0
Заповітний,140000.0
Запорізька,90000.0
Запорожця Петра,159000.0
Запорожця Петра,1848450.0
Заремби Владислава,106000.0
Зарічна,170000.0
Зарубинецька,91000.0
Заслонова Костянтина,110000.0
Затєвахіна Полковника,65000.0
Затишна,260000.0
Захарівська,125000.0
Захисників,65000.0
Західна,158000.0
Західний,80000.0
Звенигородська,68900.0
Звіринецька,168000.0
Звіринецький,41000.0
Зв'язківців,134900.0
Згурівська,76700.0
Здолбунівська,129000.0
Зелена,295000.0
Зелена,53600.0
Зелена,136000.0
Зеленогірська,130000.0
Зелінського Академіка,210000.0
Землянична,99000.0
Землянська,43970.0
Землянський,1040580.0
Зенітна,180000.0
Зимова,39011.0
Златопільська,130000.0
Знам'янська,135000.0
Зовнішня,95000.0
Зодчих,235000.0
Золота,4190000.0
Золоті Джерела,6579420.0
Золотоворітська,82000.0
Золотоворітський,265000.0
Золотоніська,60000.0
Золотоустівська,145000.0
Золочевська,124500.0
Золочевський,116900.0
Зоологічна,731500.0
Зоотехніків,52000.0
Зорге Ріхарда,169000.0
Зоряна,50000.0
Зоряна,55000.0
Зоряний,5171040.0
Зрошувальна,46000.0
Івана Білика,56500.0
Івана Виговського,70000.0
Івана Рогача,75000.0
Івашкевича Ярослава,180000.0
Івченка Михайла,85000.0
Ігорівська,42000.0
Ігоря Диченка,88500.0
Їжакевича Івана,1780000.0
Іжевська,120000.0
Іжевський,68000.0
Ізюмська,87000.0
Ізяславський,45000.0
Іллінська,2966148.0
Інгульський,130000.0
Індустріальний,61000.0
Інженера Бородіна,64000.0
Інженерна,92128.0
Інженерна,240000.0
Інженерний,1484012.0
Інженерний,220000.0
Інститутська,500000.0
Іоанна Павла ІІ,280000.0
Іпсилантіївський,350000.0
Ірининська,1158740.0
Ірпінська,666000.0
Іртишська,173000.0
Ірчана Мирослава,86000.0
Ісаакяна,53900.0
Іси Мунаєва,980000.0
Іскрівська,220000.0
Йова Борецького,1181731.0
Йорданська,2143050.0
Кабельна ,280000.0
Каблукова Академіка,170000.0
Кавалерідзе Івана,185000.0
Кавказька,135000.0
Кадетський Гай ,255000.0
